mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.15056900978088378,0.009740787635190155,4.123634147644043,0.08971390708728438,manhattan,34,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 34, 'KNN__weights': 'uniform'}",0.45354330708661417,0.4793388429752066,0.4918032786885246,0.5338645418326694,0.5002541942043721,0.4917608329574774,0.026304928841443365,29,0.5009545628102329,0.5136873975022076,0.506842372022301,0.48923076923076925,0.5024793388429752,0.5026388880816971,0.008029681143785232
0.15614523887634277,0.013268741073033373,4.120833778381348,0.08390265992486427,manhattan,37,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 37, 'KNN__weights': 'uniform'}",0.44374009508716317,0.4698544698544699,0.48870636550308005,0.5191146881287726,0.5002541942043721,0.4843339625555716,0.02584487701502615,32,0.4955933069357516,0.5091737314943693,0.5038090401218892,0.48534704370179943,0.49859801172572005,0.49850422679590595,0.008044539663041068
0.14898467063903809,0.006995519219324851,4.131955575942993,0.1541303211442973,manhattan,40,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 40, 'KNN__weights': 'uniform'}",0.4067063277447269,0.4472573839662447,0.4698544698544699,0.47619047619047616,0.47859721505930886,0.4557211745630453,0.026892922985743827,35,0.47533980582524266,0.48000000000000004,0.4767937944408533,0.45759162303664924,0.4777045366421093,0.4734859519889709,0.008089963739634845
0.14939961433410645,0.007604623687893985,4.129619216918945,0.09327992988095558,manhattan,43,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 43, 'KNN__weights': 'uniform'}",0.4067063277447269,0.4472573839662447,0.4698544698544699,0.47619047619047616,0.4848484848484848,0.4569714285208805,0.028047879900156128,34,0.4721753794266442,0.4776428017575601,0.46887589343729696,0.4511041009463722,0.4689977901988821,0.4677591931533511,0.008914725557525012
0.14792532920837403,0.007008438670353986,4.142609596252441,0.07380769886091164,manhattan,46,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 46, 'KNN__weights': 'uniform'}",0.39651416122004357,0.4172043010752688,0.4307036247334755,0.4505263157894737,0.43358129649309246,0.4257059398622708,0.018041546273330458,43,0.45046704381002506,0.45046704381002506,0.445558928335753,0.42807579396850814,0.445558928335753,0.4440255476520128,0.008271431565507616
0.14360055923461915,0.0176589468556288,4.111055564880371,0.07731835076526511,manhattan,49,uniform,"{'KNN__metric': 'manhattan', 'KNN__n_neighbors': 49, 'KNN__weights': 'uniform'}",0.38928376161837064,0.4172043010752688,0.4406779661016949,0.45378151260504207,0.43690349946977736,0.42757020817403074,0.022446648498678983,42,0.44226954106599664,0.44473788458999075,0.4389662027833002,0.42555466452820107,0.43564882454509224,0.43743542350251624,0.006684044963920359
0.14125537872314453,0.02046091831906423,4.084251928329468,0.05897694794551092,euclidean,1,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 1, 'KNN__weights': 'uniform'}",0.8276959808993235,0.8307570352754657,0.8435907487259897,0.8522550544323483,0.8263806118394914,0.8361358862345237,0.010106749985882686,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.14562392234802246,0.029275287930323544,4.203876972198486,0.0683524662728205,euclidean,4,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 4, 'KNN__weights': 'uniform'}",0.7285282693137679,0.6927175843694493,0.72,0.7479813004674883,0.7058823529411766,0.7190219014183764,0.018944863843684757,5,0.7914614121510672,0.7929479294792947,0.790468364831553,0.7808715453886761,0.7868987537336491,0.7885296011168481,0.004316976416968263
0.14824199676513672,0.01828410194562915,4.198699808120727,0.08108548787169514,euclidean,7,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 7, 'KNN__weights': 'uniform'}",0.7196870925684485,0.7036059806508356,0.7418803418803419,0.7543340380549683,0.7297762478485371,0.7298567402006263,0.017528466541742723,4,0.776844070961718,0.7780196993260757,0.7774320680356772,0.7664118940425086,0.7735220649458784,0.7744459594623716,0.0043090413791593805
0.15011472702026368,0.012980798080106042,4.163561534881592,0.10411785265683937,euclidean,10,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 10, 'KNN__weights': 'uniform'}",0.6342141863699582,0.6514181152790485,0.6854082998661312,0.7039155301363835,0.6944198405668734,0.673875194443679,0.02658884254559905,8,0.7226198221643896,0.7151422653439443,0.7097480832420592,0.707972365390942,0.7142545295786947,0.713947413144006,0.0051003575909491635
